capturador,forma,racimo,video,ruta_relativa
javo,180,72,VID_20230321_162339.mp4,javo/180/72/VID_20230321_162339/VID_20230321_162339.mp4
pablo,vertical,73,VID_20230321_162349.mp4,pablo/vertical/73/VID_20230321_162349/VID_20230321_162349.mp4
javo,180,72,VID_20230321_162354.mp4,javo/180/72/VID_20230321_162354/VID_20230321_162354.mp4
pablo,vertical,73,VID_20230321_162358.mp4,pablo/vertical/73/VID_20230321_162358/VID_20230321_162358.mp4
pablo,vertical,73,VID_20230321_162408.mp4,pablo/vertical/73/VID_20230321_162408/VID_20230321_162408.mp4
javo,vertical,72,VID_20230321_162415.mp4,javo/vertical/72/VID_20230321_162415/VID_20230321_162415.mp4
pablo,vertical,73,VID_20230321_162420.mp4,pablo/vertical/73/VID_20230321_162420/VID_20230321_162420.mp4
javo,vertical,72,VID_20230321_162424.mp4,javo/vertical/72/VID_20230321_162424/VID_20230321_162424.mp4
javo,vertical,72,VID_20230321_162433.mp4,javo/vertical/72/VID_20230321_162433/VID_20230321_162433.mp4
pablo,vertical,73,VID_20230321_162436.mp4,pablo/vertical/73/VID_20230321_162436/VID_20230321_162436.mp4
javo,vertical,72,VID_20230321_162443.mp4,javo/vertical/72/VID_20230321_162443/VID_20230321_162443.mp4
javo,vertical,72,VID_20230321_162455.mp4,javo/vertical/72/VID_20230321_162455/VID_20230321_162455.mp4
pablo,freestyle,73,VID_20230321_162505.mp4,pablo/freestyle/73/VID_20230321_162505/VID_20230321_162505.mp4
pablo,freestyle,73,VID_20230321_162512.mp4,pablo/freestyle/73/VID_20230321_162512/VID_20230321_162512.mp4
pablo,freestyle,73,VID_20230321_162520.mp4,pablo/freestyle/73/VID_20230321_162520/VID_20230321_162520.mp4
pablo,freestyle,73,VID_20230321_162529.mp4,pablo/freestyle/73/VID_20230321_162529/VID_20230321_162529.mp4
javo,freestyle,72,VID_20230321_162530.mp4,javo/freestyle/72/VID_20230321_162530/VID_20230321_162530.mp4
pablo,freestyle,73,VID_20230321_162540.mp4,pablo/freestyle/73/VID_20230321_162540/VID_20230321_162540.mp4
javo,freestyle,72,VID_20230321_162540.mp4,javo/freestyle/72/VID_20230321_162540/VID_20230321_162540.mp4
javo,freestyle,72,VID_20230321_162602.mp4,javo/freestyle/72/VID_20230321_162602/VID_20230321_162602.mp4
javo,freestyle,72,VID_20230321_162616.mp4,javo/freestyle/72/VID_20230321_162616/VID_20230321_162616.mp4
javo,freestyle,72,VID_20230321_162624.mp4,javo/freestyle/72/VID_20230321_162624/VID_20230321_162624.mp4
pablo,180,72,VID_20230321_162717.mp4,pablo/180/72/VID_20230321_162717/VID_20230321_162717.mp4
javo,180,73,VID_20230321_162720.mp4,javo/180/73/VID_20230321_162720/VID_20230321_162720.mp4
pablo,180,72,VID_20230321_162729.mp4,pablo/180/72/VID_20230321_162729/VID_20230321_162729.mp4
javo,180,73,VID_20230321_162730.mp4,javo/180/73/VID_20230321_162730/VID_20230321_162730.mp4
javo,180,73,VID_20230321_162801.mp4,javo/180/73/VID_20230321_162801/VID_20230321_162801.mp4
javo,180,73,VID_20230321_162813.mp4,javo/180/73/VID_20230321_162813/VID_20230321_162813.mp4
pablo,180,72,VID_20230321_162816.mp4,pablo/180/72/VID_20230321_162816/VID_20230321_162816.mp4
pablo,180,72,VID_20230321_162829.mp4,pablo/180/72/VID_20230321_162829/VID_20230321_162829.mp4
javo,180,73,VID_20230321_162830.mp4,javo/180/73/VID_20230321_162830/VID_20230321_162830.mp4
pablo,180,72,VID_20230321_162844.mp4,pablo/180/72/VID_20230321_162844/VID_20230321_162844.mp4
javo,vertical,73,VID_20230321_162846.mp4,javo/vertical/73/VID_20230321_162846/VID_20230321_162846.mp4
javo,vertical,73,VID_20230321_162855.mp4,javo/vertical/73/VID_20230321_162855/VID_20230321_162855.mp4
javo,vertical,73,VID_20230321_162904.mp4,javo/vertical/73/VID_20230321_162904/VID_20230321_162904.mp4
pablo,vertical,72,VID_20230321_162920.mp4,pablo/vertical/72/VID_20230321_162920/VID_20230321_162920.mp4
pablo,vertical,72,VID_20230321_162930.mp4,pablo/vertical/72/VID_20230321_162930/VID_20230321_162930.mp4
pablo,vertical,72,VID_20230321_162939.mp4,pablo/vertical/72/VID_20230321_162939/VID_20230321_162939.mp4
pablo,vertical,72,VID_20230321_162950.mp4,pablo/vertical/72/VID_20230321_162950/VID_20230321_162950.mp4
pablo,vertical,72,VID_20230321_163011.mp4,pablo/vertical/72/VID_20230321_163011/VID_20230321_163011.mp4
pablo,freestyle,72,VID_20230321_163031.mp4,pablo/freestyle/72/VID_20230321_163031/VID_20230321_163031.mp4
pablo,freestyle,72,VID_20230321_163039.mp4,pablo/freestyle/72/VID_20230321_163039/VID_20230321_163039.mp4
pablo,freestyle,72,VID_20230321_163046.mp4,pablo/freestyle/72/VID_20230321_163046/VID_20230321_163046.mp4
pablo,freestyle,72,VID_20230321_163059.mp4,pablo/freestyle/72/VID_20230321_163059/VID_20230321_163059.mp4
pablo,freestyle,72,VID_20230321_163112.mp4,pablo/freestyle/72/VID_20230321_163112/VID_20230321_163112.mp4
javo,vertical,73,VID_20230321_163123.mp4,javo/vertical/73/VID_20230321_163123/VID_20230321_163123.mp4
javo,vertical,73,VID_20230321_163132.mp4,javo/vertical/73/VID_20230321_163132/VID_20230321_163132.mp4
javo,freestyle,73,VID_20230321_163158.mp4,javo/freestyle/73/VID_20230321_163158/VID_20230321_163158.mp4
javo,freestyle,73,VID_20230321_163206.mp4,javo/freestyle/73/VID_20230321_163206/VID_20230321_163206.mp4
javo,freestyle,73,VID_20230321_163213.mp4,javo/freestyle/73/VID_20230321_163213/VID_20230321_163213.mp4
javo,freestyle,73,VID_20230321_163259.mp4,javo/freestyle/73/VID_20230321_163259/VID_20230321_163259.mp4
javo,freestyle,73,VID_20230321_163311.mp4,javo/freestyle/73/VID_20230321_163311/VID_20230321_163311.mp4
javo,180,70,VID_20230321_163423.mp4,javo/180/70/VID_20230321_163423/VID_20230321_163423.mp4
pablo,180,71,VID_20230321_163434.mp4,pablo/180/71/VID_20230321_163434/VID_20230321_163434.mp4
javo,180,70,VID_20230321_163436.mp4,javo/180/70/VID_20230321_163436/VID_20230321_163436.mp4
pablo,180,71,VID_20230321_163446.mp4,pablo/180/71/VID_20230321_163446/VID_20230321_163446.mp4
javo,180,70,VID_20230321_163446.mp4,javo/180/70/VID_20230321_163446/VID_20230321_163446.mp4
javo,180,70,VID_20230321_163457.mp4,javo/180/70/VID_20230321_163457/VID_20230321_163457.mp4
pablo,180,71,VID_20230321_163458.mp4,pablo/180/71/VID_20230321_163458/VID_20230321_163458.mp4
javo,180,70,VID_20230321_163508.mp4,javo/180/70/VID_20230321_163508/VID_20230321_163508.mp4
pablo,180,71,VID_20230321_163514.mp4,pablo/180/71/VID_20230321_163514/VID_20230321_163514.mp4
javo,vertical,70,VID_20230321_163528.mp4,javo/vertical/70/VID_20230321_163528/VID_20230321_163528.mp4
pablo,180,71,VID_20230321_163530.mp4,pablo/180/71/VID_20230321_163530/VID_20230321_163530.mp4
javo,vertical,70,VID_20230321_163536.mp4,javo/vertical/70/VID_20230321_163536/VID_20230321_163536.mp4
javo,vertical,70,VID_20230321_163545.mp4,javo/vertical/70/VID_20230321_163545/VID_20230321_163545.mp4
pablo,vertical,71,VID_20230321_163551.mp4,pablo/vertical/71/VID_20230321_163551/VID_20230321_163551.mp4
javo,vertical,70,VID_20230321_163554.mp4,javo/vertical/70/VID_20230321_163554/VID_20230321_163554.mp4
pablo,vertical,71,VID_20230321_163601.mp4,pablo/vertical/71/VID_20230321_163601/VID_20230321_163601.mp4
javo,vertical,70,VID_20230321_163608.mp4,javo/vertical/70/VID_20230321_163608/VID_20230321_163608.mp4
pablo,vertical,71,VID_20230321_163613.mp4,pablo/vertical/71/VID_20230321_163613/VID_20230321_163613.mp4
pablo,vertical,71,VID_20230321_163631.mp4,pablo/vertical/71/VID_20230321_163631/VID_20230321_163631.mp4
javo,freestyle,70,VID_20230321_163634.mp4,javo/freestyle/70/VID_20230321_163634/VID_20230321_163634.mp4
javo,freestyle,70,VID_20230321_163642.mp4,javo/freestyle/70/VID_20230321_163642/VID_20230321_163642.mp4
pablo,vertical,71,VID_20230321_163645.mp4,pablo/vertical/71/VID_20230321_163645/VID_20230321_163645.mp4
javo,freestyle,70,VID_20230321_163650.mp4,javo/freestyle/70/VID_20230321_163650/VID_20230321_163650.mp4
javo,freestyle,70,VID_20230321_163657.mp4,javo/freestyle/70/VID_20230321_163657/VID_20230321_163657.mp4
javo,freestyle,70,VID_20230321_163713.mp4,javo/freestyle/70/VID_20230321_163713/VID_20230321_163713.mp4
pablo,freestyle,71,VID_20230321_163739.mp4,pablo/freestyle/71/VID_20230321_163739/VID_20230321_163739.mp4
pablo,freestyle,71,VID_20230321_163750.mp4,pablo/freestyle/71/VID_20230321_163750/VID_20230321_163750.mp4
pablo,freestyle,71,VID_20230321_163759.mp4,pablo/freestyle/71/VID_20230321_163759/VID_20230321_163759.mp4
pablo,freestyle,71,VID_20230321_163807.mp4,pablo/freestyle/71/VID_20230321_163807/VID_20230321_163807.mp4
pablo,freestyle,71,VID_20230321_163821.mp4,pablo/freestyle/71/VID_20230321_163821/VID_20230321_163821.mp4
javo,180,71,VID_20230321_163902.mp4,javo/180/71/VID_20230321_163902/VID_20230321_163902.mp4
pablo,180,70,VID_20230321_163903.mp4,pablo/180/70/VID_20230321_163903/VID_20230321_163903.mp4
javo,180,71,VID_20230321_163914.mp4,javo/180/71/VID_20230321_163914/VID_20230321_163914.mp4
pablo,180,70,VID_20230321_163915.mp4,pablo/180/70/VID_20230321_163915/VID_20230321_163915.mp4
javo,180,71,VID_20230321_163925.mp4,javo/180/71/VID_20230321_163925/VID_20230321_163925.mp4
pablo,180,70,VID_20230321_163929.mp4,pablo/180/70/VID_20230321_163929/VID_20230321_163929.mp4
javo,180,71,VID_20230321_163937.mp4,javo/180/71/VID_20230321_163937/VID_20230321_163937.mp4
pablo,180,70,VID_20230321_163940.mp4,pablo/180/70/VID_20230321_163940/VID_20230321_163940.mp4
pablo,180,70,VID_20230321_163954.mp4,pablo/180/70/VID_20230321_163954/VID_20230321_163954.mp4
javo,180,71,VID_20230321_164014.mp4,javo/180/71/VID_20230321_164014/VID_20230321_164014.mp4
pablo,vertical,70,VID_20230321_164017.mp4,pablo/vertical/70/VID_20230321_164017/VID_20230321_164017.mp4
pablo,vertical,70,VID_20230321_164027.mp4,pablo/vertical/70/VID_20230321_164027/VID_20230321_164027.mp4
javo,vertical,71,VID_20230321_164031.mp4,javo/vertical/71/VID_20230321_164031/VID_20230321_164031.mp4
pablo,vertical,70,VID_20230321_164037.mp4,pablo/vertical/70/VID_20230321_164037/VID_20230321_164037.mp4
javo,vertical,71,VID_20230321_164040.mp4,javo/vertical/71/VID_20230321_164040/VID_20230321_164040.mp4
javo,vertical,71,VID_20230321_164049.mp4,javo/vertical/71/VID_20230321_164049/VID_20230321_164049.mp4
pablo,vertical,70,VID_20230321_164054.mp4,pablo/vertical/70/VID_20230321_164054/VID_20230321_164054.mp4
javo,vertical,71,VID_20230321_164059.mp4,javo/vertical/71/VID_20230321_164059/VID_20230321_164059.mp4
pablo,vertical,70,VID_20230321_164104.mp4,pablo/vertical/70/VID_20230321_164104/VID_20230321_164104.mp4
javo,vertical,71,VID_20230321_164107.mp4,javo/vertical/71/VID_20230321_164107/VID_20230321_164107.mp4
pablo,freestyle,70,VID_20230321_164125.mp4,pablo/freestyle/70/VID_20230321_164125/VID_20230321_164125.mp4
pablo,freestyle,70,VID_20230321_164133.mp4,pablo/freestyle/70/VID_20230321_164133/VID_20230321_164133.mp4
javo,freestyle,71,VID_20230321_164139.mp4,javo/freestyle/71/VID_20230321_164139/VID_20230321_164139.mp4
pablo,freestyle,70,VID_20230321_164142.mp4,pablo/freestyle/70/VID_20230321_164142/VID_20230321_164142.mp4
javo,freestyle,71,VID_20230321_164147.mp4,javo/freestyle/71/VID_20230321_164147/VID_20230321_164147.mp4
javo,freestyle,71,VID_20230321_164154.mp4,javo/freestyle/71/VID_20230321_164154/VID_20230321_164154.mp4
javo,freestyle,71,VID_20230321_164202.mp4,javo/freestyle/71/VID_20230321_164202/VID_20230321_164202.mp4
pablo,freestyle,70,VID_20230321_164209.mp4,pablo/freestyle/70/VID_20230321_164209/VID_20230321_164209.mp4
pablo,freestyle,70,VID_20230321_164218.mp4,pablo/freestyle/70/VID_20230321_164218/VID_20230321_164218.mp4
javo,freestyle,71,VID_20230321_164228.mp4,javo/freestyle/71/VID_20230321_164228/VID_20230321_164228.mp4
javo,180,68,VID_20230321_164413.mp4,javo/180/68/VID_20230321_164413/VID_20230321_164413.mp4
javo,180,68,VID_20230321_164424.mp4,javo/180/68/VID_20230321_164424/VID_20230321_164424.mp4
javo,180,68,VID_20230321_164443.mp4,javo/180/68/VID_20230321_164443/VID_20230321_164443.mp4
pablo,180,69,VID_20230321_164452.mp4,pablo/180/69/VID_20230321_164452/VID_20230321_164452.mp4
javo,180,68,VID_20230321_164458.mp4,javo/180/68/VID_20230321_164458/VID_20230321_164458.mp4
pablo,180,69,VID_20230321_164505.mp4,pablo/180/69/VID_20230321_164505/VID_20230321_164505.mp4
javo,180,68,VID_20230321_164510.mp4,javo/180/68/VID_20230321_164510/VID_20230321_164510.mp4
pablo,180,69,VID_20230321_164525.mp4,pablo/180/69/VID_20230321_164525/VID_20230321_164525.mp4
pablo,180,69,VID_20230321_164539.mp4,pablo/180/69/VID_20230321_164539/VID_20230321_164539.mp4
javo,vertical,68,VID_20230321_164545.mp4,javo/vertical/68/VID_20230321_164545/VID_20230321_164545.mp4
pablo,180,69,VID_20230321_164552.mp4,pablo/180/69/VID_20230321_164552/VID_20230321_164552.mp4
javo,vertical,68,VID_20230321_164553.mp4,javo/vertical/68/VID_20230321_164553/VID_20230321_164553.mp4
javo,vertical,68,VID_20230321_164602.mp4,javo/vertical/68/VID_20230321_164602/VID_20230321_164602.mp4
javo,vertical,68,VID_20230321_164611.mp4,javo/vertical/68/VID_20230321_164611/VID_20230321_164611.mp4
pablo,vertical,69,VID_20230321_164617.mp4,pablo/vertical/69/VID_20230321_164617/VID_20230321_164617.mp4
pablo,vertical,69,VID_20230321_164626.mp4,pablo/vertical/69/VID_20230321_164626/VID_20230321_164626.mp4
javo,vertical,68,VID_20230321_164626.mp4,javo/vertical/68/VID_20230321_164626/VID_20230321_164626.mp4
pablo,vertical,69,VID_20230321_164641.mp4,pablo/vertical/69/VID_20230321_164641/VID_20230321_164641.mp4
javo,freestyle,68,VID_20230321_164649.mp4,javo/freestyle/68/VID_20230321_164649/VID_20230321_164649.mp4
pablo,vertical,69,VID_20230321_164652.mp4,pablo/vertical/69/VID_20230321_164652/VID_20230321_164652.mp4
javo,freestyle,68,VID_20230321_164657.mp4,javo/freestyle/68/VID_20230321_164657/VID_20230321_164657.mp4
javo,freestyle,68,VID_20230321_164705.mp4,javo/freestyle/68/VID_20230321_164705/VID_20230321_164705.mp4
javo,freestyle,68,VID_20230321_164720.mp4,javo/freestyle/68/VID_20230321_164720/VID_20230321_164720.mp4
javo,freestyle,68,VID_20230321_164729.mp4,javo/freestyle/68/VID_20230321_164729/VID_20230321_164729.mp4
pablo,vertical,69,VID_20230321_164747.mp4,pablo/vertical/69/VID_20230321_164747/VID_20230321_164747.mp4
pablo,freestyle,69,VID_20230321_164902.mp4,pablo/freestyle/69/VID_20230321_164902/VID_20230321_164902.mp4
pablo,freestyle,69,VID_20230321_164911.mp4,pablo/freestyle/69/VID_20230321_164911/VID_20230321_164911.mp4
pablo,freestyle,69,VID_20230321_164919.mp4,pablo/freestyle/69/VID_20230321_164919/VID_20230321_164919.mp4
pablo,freestyle,69,VID_20230321_164930.mp4,pablo/freestyle/69/VID_20230321_164930/VID_20230321_164930.mp4
pablo,freestyle,69,VID_20230321_164940.mp4,pablo/freestyle/69/VID_20230321_164940/VID_20230321_164940.mp4
pablo,180,68,VID_20230321_165023.mp4,pablo/180/68/VID_20230321_165023/VID_20230321_165023.mp4
pablo,180,68,VID_20230321_165035.mp4,pablo/180/68/VID_20230321_165035/VID_20230321_165035.mp4
javo,180,69,VID_20230321_165040.mp4,javo/180/69/VID_20230321_165040/VID_20230321_165040.mp4
pablo,180,68,VID_20230321_165049.mp4,pablo/180/68/VID_20230321_165049/VID_20230321_165049.mp4
javo,180,69,VID_20230321_165050.mp4,javo/180/69/VID_20230321_165050/VID_20230321_165050.mp4
pablo,180,68,VID_20230321_165102.mp4,pablo/180/68/VID_20230321_165102/VID_20230321_165102.mp4
javo,180,69,VID_20230321_165103.mp4,javo/180/69/VID_20230321_165103/VID_20230321_165103.mp4
javo,180,69,VID_20230321_165113.mp4,javo/180/69/VID_20230321_165113/VID_20230321_165113.mp4
pablo,180,68,VID_20230321_165114.mp4,pablo/180/68/VID_20230321_165114/VID_20230321_165114.mp4
javo,180,69,VID_20230321_165127.mp4,javo/180/69/VID_20230321_165127/VID_20230321_165127.mp4
pablo,vertical,68,VID_20230321_165140.mp4,pablo/vertical/68/VID_20230321_165140/VID_20230321_165140.mp4
javo,vertical,69,VID_20230321_165143.mp4,javo/vertical/69/VID_20230321_165143/VID_20230321_165143.mp4
javo,vertical,69,VID_20230321_165151.mp4,javo/vertical/69/VID_20230321_165151/VID_20230321_165151.mp4
javo,vertical,69,VID_20230321_165159.mp4,javo/vertical/69/VID_20230321_165159/VID_20230321_165159.mp4
pablo,vertical,68,VID_20230321_165200.mp4,pablo/vertical/68/VID_20230321_165200/VID_20230321_165200.mp4
javo,vertical,69,VID_20230321_165208.mp4,javo/vertical/69/VID_20230321_165208/VID_20230321_165208.mp4
pablo,vertical,68,VID_20230321_165210.mp4,pablo/vertical/68/VID_20230321_165210/VID_20230321_165210.mp4
pablo,vertical,68,VID_20230321_165219.mp4,pablo/vertical/68/VID_20230321_165219/VID_20230321_165219.mp4
javo,vertical,69,VID_20230321_165220.mp4,javo/vertical/69/VID_20230321_165220/VID_20230321_165220.mp4
pablo,vertical,68,VID_20230321_165236.mp4,pablo/vertical/68/VID_20230321_165236/VID_20230321_165236.mp4
javo,freestyle,69,VID_20230321_165240.mp4,javo/freestyle/69/VID_20230321_165240/VID_20230321_165240.mp4
javo,freestyle,69,VID_20230321_165309.mp4,javo/freestyle/69/VID_20230321_165309/VID_20230321_165309.mp4
javo,freestyle,69,VID_20230321_165318.mp4,javo/freestyle/69/VID_20230321_165318/VID_20230321_165318.mp4
pablo,freestyle,68,VID_20230321_165321.mp4,pablo/freestyle/68/VID_20230321_165321/VID_20230321_165321.mp4
javo,freestyle,69,VID_20230321_165326.mp4,javo/freestyle/69/VID_20230321_165326/VID_20230321_165326.mp4
pablo,freestyle,68,VID_20230321_165329.mp4,pablo/freestyle/68/VID_20230321_165329/VID_20230321_165329.mp4
pablo,freestyle,68,VID_20230321_165338.mp4,pablo/freestyle/68/VID_20230321_165338/VID_20230321_165338.mp4
javo,freestyle,69,VID_20230321_165341.mp4,javo/freestyle/69/VID_20230321_165341/VID_20230321_165341.mp4
pablo,freestyle,68,VID_20230321_165404.mp4,pablo/freestyle/68/VID_20230321_165404/VID_20230321_165404.mp4
pablo,freestyle,68,VID_20230321_165412.mp4,pablo/freestyle/68/VID_20230321_165412/VID_20230321_165412.mp4
javo,180,67,VID_20230321_165448.mp4,javo/180/67/VID_20230321_165448/VID_20230321_165448.mp4
javo,180,67,VID_20230321_165459.mp4,javo/180/67/VID_20230321_165459/VID_20230321_165459.mp4
javo,180,67,VID_20230321_165511.mp4,javo/180/67/VID_20230321_165511/VID_20230321_165511.mp4
javo,180,67,VID_20230321_165522.mp4,javo/180/67/VID_20230321_165522/VID_20230321_165522.mp4
javo,180,67,VID_20230321_165537.mp4,javo/180/67/VID_20230321_165537/VID_20230321_165537.mp4
javo,vertical,67,VID_20230321_165552.mp4,javo/vertical/67/VID_20230321_165552/VID_20230321_165552.mp4
pablo,180,66,VID_20230321_165554.mp4,pablo/180/66/VID_20230321_165554/VID_20230321_165554.mp4
javo,vertical,67,VID_20230321_165601.mp4,javo/vertical/67/VID_20230321_165601/VID_20230321_165601.mp4
pablo,180,66,VID_20230321_165607.mp4,pablo/180/66/VID_20230321_165607/VID_20230321_165607.mp4
javo,vertical,67,VID_20230321_165610.mp4,javo/vertical/67/VID_20230321_165610/VID_20230321_165610.mp4
javo,vertical,67,VID_20230321_165618.mp4,javo/vertical/67/VID_20230321_165618/VID_20230321_165618.mp4
pablo,180,66,VID_20230321_165620.mp4,pablo/180/66/VID_20230321_165620/VID_20230321_165620.mp4
javo,vertical,67,VID_20230321_165627.mp4,javo/vertical/67/VID_20230321_165627/VID_20230321_165627.mp4
pablo,180,66,VID_20230321_165632.mp4,pablo/180/66/VID_20230321_165632/VID_20230321_165632.mp4
pablo,180,66,VID_20230321_165650.mp4,pablo/180/66/VID_20230321_165650/VID_20230321_165650.mp4
javo,freestyle,67,VID_20230321_165702.mp4,javo/freestyle/67/VID_20230321_165702/VID_20230321_165702.mp4
javo,freestyle,67,VID_20230321_165710.mp4,javo/freestyle/67/VID_20230321_165710/VID_20230321_165710.mp4
pablo,vertical,66,VID_20230321_165718.mp4,pablo/vertical/66/VID_20230321_165718/VID_20230321_165718.mp4
javo,freestyle,67,VID_20230321_165719.mp4,javo/freestyle/67/VID_20230321_165719/VID_20230321_165719.mp4
pablo,vertical,66,VID_20230321_165728.mp4,pablo/vertical/66/VID_20230321_165728/VID_20230321_165728.mp4
javo,freestyle,67,VID_20230321_165734.mp4,javo/freestyle/67/VID_20230321_165734/VID_20230321_165734.mp4
pablo,vertical,66,VID_20230321_165740.mp4,pablo/vertical/66/VID_20230321_165740/VID_20230321_165740.mp4
javo,freestyle,67,VID_20230321_165741.mp4,javo/freestyle/67/VID_20230321_165741/VID_20230321_165741.mp4
pablo,vertical,66,VID_20230321_165750.mp4,pablo/vertical/66/VID_20230321_165750/VID_20230321_165750.mp4
pablo,vertical,66,VID_20230321_165805.mp4,pablo/vertical/66/VID_20230321_165805/VID_20230321_165805.mp4
pablo,freestyle,66,VID_20230321_165833.mp4,pablo/freestyle/66/VID_20230321_165833/VID_20230321_165833.mp4
pablo,freestyle,66,VID_20230321_165840.mp4,pablo/freestyle/66/VID_20230321_165840/VID_20230321_165840.mp4
pablo,freestyle,66,VID_20230321_165848.mp4,pablo/freestyle/66/VID_20230321_165848/VID_20230321_165848.mp4
pablo,freestyle,66,VID_20230321_165859.mp4,pablo/freestyle/66/VID_20230321_165859/VID_20230321_165859.mp4
pablo,freestyle,66,VID_20230321_165908.mp4,pablo/freestyle/66/VID_20230321_165908/VID_20230321_165908.mp4
javo,180,66,VID_20230321_165946.mp4,javo/180/66/VID_20230321_165946/VID_20230321_165946.mp4
javo,180,66,VID_20230321_165958.mp4,javo/180/66/VID_20230321_165958/VID_20230321_165958.mp4
javo,180,66,VID_20230321_170009.mp4,javo/180/66/VID_20230321_170009/VID_20230321_170009.mp4
pablo,180,67,VID_20230321_170011.mp4,pablo/180/67/VID_20230321_170011/VID_20230321_170011.mp4
pablo,180,67,VID_20230321_170023.mp4,pablo/180/67/VID_20230321_170023/VID_20230321_170023.mp4
javo,180,66,VID_20230321_170037.mp4,javo/180/66/VID_20230321_170037/VID_20230321_170037.mp4
pablo,180,67,VID_20230321_170038.mp4,pablo/180/67/VID_20230321_170038/VID_20230321_170038.mp4
javo,180,66,VID_20230321_170048.mp4,javo/180/66/VID_20230321_170048/VID_20230321_170048.mp4
pablo,180,67,VID_20230321_170052.mp4,pablo/180/67/VID_20230321_170052/VID_20230321_170052.mp4
pablo,180,67,VID_20230321_170107.mp4,pablo/180/67/VID_20230321_170107/VID_20230321_170107.mp4
javo,vertical,66,VID_20230321_170117.mp4,javo/vertical/66/VID_20230321_170117/VID_20230321_170117.mp4
javo,vertical,66,VID_20230321_170126.mp4,javo/vertical/66/VID_20230321_170126/VID_20230321_170126.mp4
javo,vertical,66,VID_20230321_170135.mp4,javo/vertical/66/VID_20230321_170135/VID_20230321_170135.mp4
javo,vertical,66,VID_20230321_170144.mp4,javo/vertical/66/VID_20230321_170144/VID_20230321_170144.mp4
javo,vertical,66,VID_20230321_170206.mp4,javo/vertical/66/VID_20230321_170206/VID_20230321_170206.mp4
pablo,vertical,67,VID_20230321_170217.mp4,pablo/vertical/67/VID_20230321_170217/VID_20230321_170217.mp4
javo,freestyle,66,VID_20230321_170229.mp4,javo/freestyle/66/VID_20230321_170229/VID_20230321_170229.mp4
pablo,vertical,67,VID_20230321_170231.mp4,pablo/vertical/67/VID_20230321_170231/VID_20230321_170231.mp4
javo,freestyle,66,VID_20230321_170236.mp4,javo/freestyle/66/VID_20230321_170236/VID_20230321_170236.mp4
pablo,vertical,67,VID_20230321_170241.mp4,pablo/vertical/67/VID_20230321_170241/VID_20230321_170241.mp4
javo,freestyle,66,VID_20230321_170245.mp4,javo/freestyle/66/VID_20230321_170245/VID_20230321_170245.mp4
pablo,vertical,67,VID_20230321_170253.mp4,pablo/vertical/67/VID_20230321_170253/VID_20230321_170253.mp4
javo,freestyle,66,VID_20230321_170253.mp4,javo/freestyle/66/VID_20230321_170253/VID_20230321_170253.mp4
javo,freestyle,66,VID_20230321_170302.mp4,javo/freestyle/66/VID_20230321_170302/VID_20230321_170302.mp4
pablo,vertical,67,VID_20230321_170312.mp4,pablo/vertical/67/VID_20230321_170312/VID_20230321_170312.mp4
pablo,freestyle,67,VID_20230321_170501.mp4,pablo/freestyle/67/VID_20230321_170501/VID_20230321_170501.mp4
pablo,freestyle,67,VID_20230321_170509.mp4,pablo/freestyle/67/VID_20230321_170509/VID_20230321_170509.mp4
pablo,freestyle,67,VID_20230321_170519.mp4,pablo/freestyle/67/VID_20230321_170519/VID_20230321_170519.mp4
pablo,freestyle,67,VID_20230321_170528.mp4,pablo/freestyle/67/VID_20230321_170528/VID_20230321_170528.mp4
pablo,freestyle,67,VID_20230321_170541.mp4,pablo/freestyle/67/VID_20230321_170541/VID_20230321_170541.mp4
javo,180,76,VID_20230322_103848.mp4,javo/180/76/VID_20230322_103848/VID_20230322_103848.mp4
javo,180,76,VID_20230322_103858.mp4,javo/180/76/VID_20230322_103858/VID_20230322_103858.mp4
javo,180,76,VID_20230322_103910.mp4,javo/180/76/VID_20230322_103910/VID_20230322_103910.mp4
pablo,180,65,VID_20230322_103920.mp4,pablo/180/65/VID_20230322_103920/VID_20230322_103920.mp4
javo,180,76,VID_20230322_103920.mp4,javo/180/76/VID_20230322_103920/VID_20230322_103920.mp4
pablo,180,65,VID_20230322_103932.mp4,pablo/180/65/VID_20230322_103932/VID_20230322_103932.mp4
javo,180,76,VID_20230322_103935.mp4,javo/180/76/VID_20230322_103935/VID_20230322_103935.mp4
pablo,180,65,VID_20230322_103950.mp4,pablo/180/65/VID_20230322_103950/VID_20230322_103950.mp4
pablo,180,65,VID_20230322_104002.mp4,pablo/180/65/VID_20230322_104002/VID_20230322_104002.mp4
pablo,180,65,VID_20230322_104024.mp4,pablo/180/65/VID_20230322_104024/VID_20230322_104024.mp4
javo,vertical,76,VID_20230322_104035.mp4,javo/vertical/76/VID_20230322_104035/VID_20230322_104035.mp4
javo,vertical,76,VID_20230322_104045.mp4,javo/vertical/76/VID_20230322_104045/VID_20230322_104045.mp4
pablo,vertical,65,VID_20230322_104050.mp4,pablo/vertical/65/VID_20230322_104050/VID_20230322_104050.mp4
javo,vertical,76,VID_20230322_104056.mp4,javo/vertical/76/VID_20230322_104056/VID_20230322_104056.mp4
javo,vertical,76,VID_20230322_104112.mp4,javo/vertical/76/VID_20230322_104112/VID_20230322_104112.mp4
pablo,vertical,65,VID_20230322_104118.mp4,pablo/vertical/65/VID_20230322_104118/VID_20230322_104118.mp4
